symbol,name,marketCap,exchange,sector,industry,yahooFinanceSymbol
RELIANCE,Reliance Industries Limited,178237576,NSE,Energy,Oil & Gas Refining & Marketing,RELIANCE.NS
TCS,Tata Consultancy Services Limited,138342672,NSE,Technology,Information Technology Services,TCS.NS
HDFCBANK,HDFC Bank Limited,81525796,NSE,Financial Services,Banks—Regional,HDFCBANK.NS
INFY,Infosys Limited,80216196,NSE,Technology,Information Technology Services,INFY.NS
ICICIBANK,ICICI Bank Limited,50744643,NSE,Financial Services,Banks—Regional,ICICIBANK.NS
HINDUNILVR,Hindustan Unilever Limited,48134901,NSE,Consumer Defensive,Household & Personal Products,HINDUNILVR.NS
SBIN,State Bank of India,44047420,NSE,Financial Services,Banks—Regional,SBIN.NS
BAJFINANCE,Bajaj Finance Limited,43953860,NSE,Financial Services,Credit Services,BAJFINANCE.NS
HDFC,Housing Development Finance Corporation Limited,43247739,NSE,Financial Services,Mortgage Finance,HDFC.NS
BHARTIARTL,Bharti Airtel Limited,41462060,NSE,Communication Services,Telecom Services,BHARTIARTL.NS
KOTAKBANK,Kotak Mahindra Bank Limited,34802939,NSE,Financial Services,Banks—Regional,KOTAKBANK.NS
WIPRO,Wipro Limited,32448373,NSE,Technology,Information Technology Services,WIPRO.NS
HCLTECH,HCL Technologies Limited,31580278,NSE,Technology,Information Technology Services,HCLTECH.NS
ITC,ITC Limited,30888241,NSE,Consumer Defensive,Tobacco,ITC.NS
ADANIGREEN,Adani Green Energy Limited,29946181,NSE,Utilities,Utilities—Renewable,ADANIGREEN.NS
ASIANPAINT,Asian Paints Limited,29542812,NSE,Basic Materials,Specialty Chemicals,ASIANPAINT.NS
BAJAJFINSV,Bajaj Finserv Limited,27149564,NSE,Financial Services,Financial Conglomerates,BAJAJFINSV.NS
ADANITRANS,Adani Transmission Limited,26045152,NSE,Utilities,Utilities—Independent Power Producers,ADANITRANS.NS
DMART,Avenue Supermarts Limited,25932688,NSE,Consumer Defensive,Discount Stores,DMART.NS
LT,Larsen & Toubro Limited,24834879,NSE,Industrials,Engineering & Construction,LT.NS
ATGL,Adani Total Gas Limited,23643717,NSE,Utilities,Utilities—Regulated Gas,ATGL.NS
AXISBANK,Axis Bank Limited,23364339,NSE,Financial Services,Banks—Regional,AXISBANK.NS
MARUTI,Maruti Suzuki India Limited,22841180,NSE,Consumer Cyclical,Auto Manufacturers,MARUTI.NS
TITAN,Titan Company Limited,22515589,NSE,Consumer Cyclical,Luxury Goods,TITAN.NS
ADANIENT,Adani Enterprises Limited,22158424,NSE,Energy,Thermal Coal,ADANIENT.NS
SUNPHARMA,Sun Pharmaceutical Industries Limited,21947917,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,SUNPHARMA.NS
ONGC,Oil & Natural Gas Corporation Limited,20619078,NSE,Energy,Oil & Gas Integrated,ONGC.NS
ULTRACEMCO,UltraTech Cement Limited,19058645,NSE,Basic Materials,Building Materials,ULTRACEMCO.NS
JSWSTEEL,JSW Steel Limited,17709766,NSE,Basic Materials,Steel,JSWSTEEL.NS
ADANIPORTS,Adani Ports and Special Economic Zone Limited,16353994,NSE,Industrials,Marine Shipping,ADANIPORTS.NS
TATASTEEL,Tata Steel Limited,15975539,NSE,Basic Materials,Steel,TATASTEEL.NS
POWERGRID,Power Grid Corporation of India Limited,15122782,NSE,Utilities,Utilities—Regulated Electric,POWERGRID.NS
VEDL,Vedanta Limited,14993322,NSE,Basic Materials,Other Industrial Metals & Mining,VEDL.NS
TECHM,Tech Mahindra Limited,14565340,NSE,Technology,Information Technology Services,TECHM.NS
TATAMOTORS,Tata Motors Limited,14403371,NSE,Consumer Cyclical,Auto Manufacturers,TATAMOTORS.NS
HINDZINC,Hindustan Zinc Limited,13104827,NSE,Basic Materials,Other Industrial Metals & Mining,HINDZINC.NS
NTPC,NTPC Limited,13090499,NSE,Utilities,Utilities—Independent Power Producers,NTPC.NS
HINDALCO,Hindalco Industries Limited,12797649,NSE,Basic Materials,Aluminum,HINDALCO.NS
PIDILITIND,Pidilite Industries Limited,12474923,NSE,Basic Materials,Specialty Chemicals,PIDILITIND.NS
DIVISLAB,Divi's Laboratories Limited,11686060,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,DIVISLAB.NS
HDFCLIFE,HDFC Life Insurance Company Limited,11369597,NSE,Financial Services,Insurance—Life,HDFCLIFE.NS
COALINDIA,Coal India Limited,11280874,NSE,Energy,Thermal Coal,COALINDIA.NS
SBILIFE,SBI Life Insurance Company Limited,11218656,NSE,Financial Services,Insurance—Life,SBILIFE.NS
IOC,Indian Oil Corporation Limited,11198142,NSE,Energy,Oil & Gas Refining & Marketing,IOC.NS
GRASIM,Grasim Industries Limited,10954036,NSE,Basic Materials,Building Materials,GRASIM.NS
LTI,Larsen & Toubro Infotech Limited,10788579,NSE,Technology,Information Technology Services,LTI.NS
BAJAJ-AUTO,Bajaj Auto Limited,10570577,NSE,Consumer Cyclical,Auto Manufacturers,BAJAJ-AUTO.NS
M&M,Mahindra & Mahindra Limited,10026969,NSE,Consumer Cyclical,Auto Manufacturers,M&M.NS
DABUR,Dabur India Limited,9479246,NSE,Consumer Defensive,Household & Personal Products,DABUR.NS
DLF,DLF Limited,9417336,NSE,Real Estate,Real Estate—Development,DLF.NS
SHREECEM,SHREE CEMENT LIMITED,8671142,NSE,Basic Materials,Building Materials,SHREECEM.NS
SIEMENS,Siemens Limited,8433640,NSE,Industrials,Specialty Industrial Machinery,SIEMENS.NS
CIPLA,Cipla Limited,8213770,NSE,Healthcare,Drug Manufacturers—General,CIPLA.NS
SBICARD,SBI Cards and Payment Services Limited,8032764,NSE,Financial Services,Credit Services,SBICARD.NS
NYKAA,FSN E-Commerce Ventures Limited,8010239,NSE,Consumer Cyclical,Internet Retail,NYKAA.NS
SRF,SRF Limited,7942157,NSE,Basic Materials,Specialty Chemicals,SRF.NS
BPCL,Bharat Petroleum Corporation Limited,7795210,NSE,Energy,Oil & Gas Refining & Marketing,BPCL.NS
INDIGO,InterGlobe Aviation Limited,7759608,NSE,Industrials,Airlines,INDIGO.NS
BRITANNIA,Britannia Industries Limited,7723201,NSE,Consumer Defensive,Packaged Foods,BRITANNIA.NS
GODREJCP,Godrej Consumer Products Limited,7641748,NSE,Consumer Defensive,Household & Personal Products,GODREJCP.NS
TATAPOWER,Tata Power Company Limited,7625678,NSE,Utilities,Utilities—Independent Power Producers,TATAPOWER.NS
INDUSINDBK,IndusInd Bank Limited,7246095,NSE,Financial Services,Banks—Regional,INDUSINDBK.NS
HAVELLS,Havells India Limited,7218456,NSE,Industrials,Electrical Equipment & Parts,HAVELLS.NS
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,7199466,NSE,Financial Services,Insurance—Life,ICICIPRULI.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,7164143,NSE,Consumer Defensive,Packaged Foods,TATACONSUM.NS
DRREDDY,Dr. Reddy's Laboratories Limited,7148739,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,DRREDDY.NS
ADANIPOWER,Adani Power Limited,7139194,NSE,Utilities,Utilities—Independent Power Producers,ADANIPOWER.NS
MINDTREE,MindTree Limited,7092632,NSE,Technology,Information Technology Services,MINDTREE.NS
GAIL,GAIL (India) Limited,6911460,NSE,Utilities,Utilities—Regulated Gas,GAIL.NS
BERGEPAINT,Berger Paints (I) Limited,6796350,NSE,Basic Materials,Specialty Chemicals,BERGEPAINT.NS
EICHERMOT,Eicher Motors Limited,6718416,NSE,Consumer Cyclical,Auto Manufacturers,EICHERMOT.NS
AWL,Adani Wilmar Limited,6718039,NSE,Consumer Defensive,Farm Products,AWL.NS
ICICIGI,ICICI Lombard General Insurance Company Limited,6520511,NSE,Financial Services,Insurance—Diversified,ICICIGI.NS
MARICO,Marico Limited,6511578,NSE,Consumer Defensive,Household & Personal Products,MARICO.NS
APOLLOHOSP,Apollo Hospitals Enterprise Limited,6493459,NSE,Healthcare,Medical Care Facilities,APOLLOHOSP.NS
ZOMATO,Zomato Limited,6478601,NSE,Consumer Cyclical,Internet Retail,ZOMATO.NS
MCDOWELL-N,United Spirits Limited,6455095,NSE,Consumer Defensive,Beverages—Wineries & Distilleries,MCDOWELL-N.NS
MPHASIS,MphasiS Limited,6342323,NSE,Technology,Information Technology Services,MPHASIS.NS
IRCTC,Indian Railway Catering And Tourism Corporation Limited,6197600,NSE,Industrials,Railroads,IRCTC.NS
INDUSTOWER,Indus Towers Limited,5984107,NSE,Communication Services,Telecom Services,INDUSTOWER.NS
AMBUJACEM,Ambuja Cements Limited,5942043,NSE,Basic Materials,Building Materials,AMBUJACEM.NS
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,5898441,NSE,Financial Services,Credit Services,CHOLAFIN.NS
UPL,UPL Limited,5880094,NSE,Basic Materials,Agricultural Inputs,UPL.NS
NAUKRI,Info Edge (India) Limited,5807455,NSE,Communication Services,Internet Content & Information,NAUKRI.NS
BANKBARODA,Bank of Baroda,5771240,NSE,Financial Services,Banks—Regional,BANKBARODA.NS
BAJAJHLDNG,Bajaj Holdings & Investment Limited,5576973,NSE,Financial Services,Asset Management,BAJAJHLDNG.NS
TATAELXSI,Tata Elxsi Limited,5505331,NSE,Technology,Software—Application,TATAELXSI.NS
JINDALSTEL,Jindal Steel & Power Limited,5435539,NSE,Basic Materials,Steel,JINDALSTEL.NS
LODHA,Macrotech Developers Limited,5422725,NSE,Real Estate,Real Estate—Development,LODHA.NS
LTTS,L&T Technology Services Limited,5387734,NSE,Technology,Information Technology Services,LTTS.NS
GLAND,Gland Pharma Limited,5377053,NSE,Healthcare,Drug Manufacturers—General,GLAND.NS
MUTHOOTFIN,Muthoot Finance Limited,5341695,NSE,Financial Services,Credit Services,MUTHOOTFIN.NS
PEL,Piramal Enterprises Limited,5219336,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,PEL.NS
BEL,Bharat Electronics Limited,5136338,NSE,Industrials,Aerospace & Defense,BEL.NS
JSWENERGY,JSW Energy Limited,4968264,NSE,Utilities,Utilities—Independent Power Producers,JSWENERGY.NS
HAL,Hindustan Aeronautics Limited,4965320,NSE,Industrials,Aerospace & Defense,HAL.NS
BANDHANBNK,Bandhan Bank Limited,4951472,NSE,Financial Services,Banks—Regional,BANDHANBNK.NS
PAGEIND,Page Industries Limited,4817286,NSE,Consumer Cyclical,Apparel Manufacturing,PAGEIND.NS
NMDC,NMDC Limited,4763700,NSE,Basic Materials,Steel,NMDC.NS
TORNTPHARM,Torrent Pharmaceuticals Limited,4724614,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,TORNTPHARM.NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,4679410,NSE,Consumer Defensive,Household & Personal Products,PGHH.NS
GODREJPROP,Godrej Properties Limited,4648516,NSE,Real Estate,Real Estate—Development,GODREJPROP.NS
IDBI,IDBI Bank Limited,4602028,NSE,Financial Services,Banks—Regional,IDBI.NS
HEROMOTOCO,Hero MotoCorp Limited,4583986,NSE,Consumer Cyclical,Auto Manufacturers,HEROMOTOCO.NS
HDFCAMC,HDFC Asset Management Company Limited,4576672,NSE,Financial Services,Asset Management,HDFCAMC.NS
ABB,ABB India Limited,4572877,NSE,Industrials,Specialty Industrial Machinery,ABB.NS
TRENT,Trent Limited,4534243,NSE,Consumer Cyclical,Apparel Retail,TRENT.NS
MOTHERSUMI,Motherson Sumi Systems Limited,4403739,NSE,Consumer Cyclical,Auto Parts,MOTHERSUMI.NS
ALKEM,Alkem Laboratories Limited,4329090,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,ALKEM.NS
PIIND,PI Industries Limited,4277920,NSE,Basic Materials,Agricultural Inputs,PIIND.NS
BOSCHLTD,Bosch Limited,4258439,NSE,Consumer Cyclical,Auto Parts,BOSCHLTD.NS
COLPAL,Colgate Palmolive (India) Limited,4194698,NSE,Consumer Defensive,Household & Personal Products,COLPAL.NS
CANBK,Canara Bank,4131682,NSE,Financial Services,Banks—Regional,CANBK.NS
BALKRISIND,Balkrishna Industries Limited,4129642,NSE,Consumer Cyclical,Auto Parts,BALKRISIND.NS
VOLTAS,Voltas Limited,4120839,NSE,Industrials,Specialty Industrial Machinery,VOLTAS.NS
CONCOR,Container Corporation of India Limited,4095372,NSE,Industrials,Railroads,CONCOR.NS
STARHEALTH,Star Health and Allied Insurance Company Limited,4088797,NSE,Financial Services,Insurance—Diversified,STARHEALTH.NS
VBL,Varun Beverages Limited,4076140,NSE,Consumer Defensive,Beverages—Non-Alcoholic,VBL.NS
SAIL,Steel Authority of India Limited,4070633,NSE,Basic Materials,Steel,SAIL.NS
ASTRAL,Astral Limited,4064515,NSE,Industrials,Building Products & Equipment,ASTRAL.NS
ACC,ACC Limited,4039961,NSE,Basic Materials,Building Materials,ACC.NS
BIOCON,Biocon Limited,4029214,NSE,Healthcare,Biotechnology,BIOCON.NS
SONACOMS,Sona BLW Precision Forgings Limited,3970384,NSE,Consumer Cyclical,Auto Parts,SONACOMS.NS
UBL,United Breweries Limited,3938447,NSE,Consumer Defensive,Beverages—Brewers,UBL.NS
AUBANK,AU Small Finance Bank Limited,3924442,NSE,Financial Services,Banks—Regional,AUBANK.NS
AUROPHARMA,Aurobindo Pharma Limited,3917293,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,AUROPHARMA.NS
PNB,Punjab National Bank,3859361,NSE,Financial Services,Banks—Regional,PNB.NS
HINDPETRO,Hindustan Petroleum Corporation Limited,3820860,NSE,Energy,Oil & Gas Refining & Marketing,HINDPETRO.NS
PERSISTENT,Persistent Systems Limited,3641881,NSE,Technology,Information Technology Services,PERSISTENT.NS
ZYDUSLIFE,Zydus Lifesciences Limited,3567743,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,ZYDUSLIFE.NS
POLYCAB,Polycab India Limited,3533084,NSE,Industrials,Electrical Equipment & Parts,POLYCAB.NS
HONAUT,Honeywell Automation India Limited,3508033,NSE,Industrials,Electrical Equipment & Parts,HONAUT.NS
TATACOMM,Tata Communications Limited,3501510,NSE,Communication Services,Telecom Services,TATACOMM.NS
JUBLFOOD,Jubilant Foodworks Limited,3479364,NSE,Consumer Cyclical,Restaurants,JUBLFOOD.NS
AARTIIND,Aarti Industries Limited,3467895,NSE,Basic Materials,Specialty Chemicals,AARTIIND.NS
GUJGASLTD,Gujarat Gas Limited,3464323,NSE,Utilities,Utilities—Regulated Gas,GUJGASLTD.NS
ASHOKLEY,Ashok Leyland Limited,3441906,NSE,Industrials,Farm & Heavy Construction Machinery,ASHOKLEY.NS
IOB,Indian Overseas Bank,3430788,NSE,Financial Services,Banks—Regional,IOB.NS
PAYTM,One 97 Communications Limited,3427126,NSE,Technology,Software—Infrastructure,PAYTM.NS
OBEROIRLTY,Oberoi Realty Limited,3417316,NSE,Real Estate,Real Estate—Development,OBEROIRLTY.NS
LUPIN,Lupin Limited,3394975,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,LUPIN.NS
MAXHEALTH,Max Healthcare Institute Limited,3370861,NSE,Healthcare,Medical Care Facilities,MAXHEALTH.NS
BHARATFORG,Bharat Forge Limited,3261914,NSE,Consumer Cyclical,Auto Parts,BHARATFORG.NS
TTML,Tata Teleservices (Maharashtra) Limited,3258865,NSE,Communication Services,Telecom Services,TTML.NS
LINDEINDIA,Linde India Limited,3227923,NSE,Basic Materials,Specialty Chemicals,LINDEINDIA.NS
LAURUSLABS,Laurus Labs Limited,3170957,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,LAURUSLABS.NS
INDHOTEL,The Indian Hotels Company Limited,3151514,NSE,Consumer Cyclical,Lodging,INDHOTEL.NS
TIINDIA,Tube Investments of India Limited,3134862,NSE,Consumer Cyclical,Auto Parts,TIINDIA.NS
POLICYBZR,PB Fintech Limited,3120877,NSE,Communication Services,Internet Content & Information,POLICYBZR.NS
CUMMINSIND,Cummins India Limited,3108244,NSE,Industrials,Specialty Industrial Machinery,CUMMINSIND.NS
OFSS,Oracle Financial Services Software Limited,3094472,NSE,Technology,Software—Infrastructure,OFSS.NS
YESBANK,Yes Bank Limited,3081759,NSE,Financial Services,Banks—Regional,YESBANK.NS
SRTRANSFIN,Shriram Transport Finance Company Limited,3069993,NSE,Financial Services,Credit Services,SRTRANSFIN.NS
DEEPAKNTR,Deepak Nitrite Limited,3060319,NSE,Basic Materials,Chemicals,DEEPAKNTR.NS
ATUL,Atul Limited,3045262,NSE,Basic Materials,Specialty Chemicals,ATUL.NS
SCHAEFFLER,Schaeffler India Limited,3035417,NSE,Consumer Cyclical,Auto Parts,SCHAEFFLER.NS
FLUOROCHEM,Gujarat Fluorochemicals Limited,3012691,NSE,Basic Materials,Chemicals,FLUOROCHEM.NS
PFC,Power Finance Corporation Limited,2972732,NSE,Financial Services,Credit Services,PFC.NS
TVSMOTOR,TVS Motor Company Limited,2972383,NSE,Consumer Cyclical,Auto Manufacturers,TVSMOTOR.NS
PETRONET,Petronet LNG Limited,2906250,NSE,Energy,Oil & Gas Refining & Marketing,PETRONET.NS
ABFRL,Aditya Birla Fashion and Retail Limited,2834363,NSE,Consumer Cyclical,Apparel Manufacturing,ABFRL.NS
RUCHI,Ruchi Soya Industries Limited,2833713,NSE,Consumer Defensive,Packaged Foods,RUCHI.NS
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,2823829,NSE,Healthcare,Drug Manufacturers—General,GLAXO.NS
IRFC,Indian Railway Finance Corporation Limited,2803195,NSE,Financial Services,Credit Services,IRFC.NS
DALBHARAT,Dalmia Bharat Limited,2802286,NSE,Basic Materials,Building Materials,DALBHARAT.NS
NHPC,NHPC Limited,2792520,NSE,Utilities,Utilities—Renewable,NHPC.NS
IDEA,Vodafone Idea Limited,2772965,NSE,Communication Services,Telecom Services,IDEA.NS
ZEEL,Zee Entertainment Enterprises Limited,2769647,NSE,Communication Services,Broadcasting,ZEEL.NS
MRF,MRF Limited,2757680,NSE,Consumer Cyclical,Auto Parts,MRF.NS
TRIDENT,Trident Limited,2718692,NSE,Consumer Cyclical,Textile Manufacturing,TRIDENT.NS
COFORGE,Coforge Limited,2714758,NSE,Technology,Information Technology Services,COFORGE.NS
IPCALAB,IPCA Laboratories Limited,2703853,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,IPCALAB.NS
MINDAIND,Minda Industries Limited,2662839,NSE,Consumer Cyclical,Auto Parts,MINDAIND.NS
RELAXO,Relaxo Footwears Limited,2654423,NSE,Consumer Cyclical,Footwear & Accessories,RELAXO.NS
UNIONBANK,Union Bank of India,2645047,NSE,Financial Services,Banks—Regional,UNIONBANK.NS
IGL,Indraprastha Gas Limited,2612053,NSE,Utilities,Utilities—Regulated Gas,IGL.NS
MFSL,Max Financial Services Limited,2601820,NSE,Financial Services,Insurance—Life,MFSL.NS
ABCAPITAL,Aditya Birla Capital Limited,2601138,NSE,Financial Services,Financial Conglomerates,ABCAPITAL.NS
SUPREMEIND,Supreme Industries Limited,2600494,NSE,Industrials,Building Products & Equipment,SUPREMEIND.NS
OIL,Oil India Limited,2585222,NSE,Energy,Oil & Gas E&P,OIL.NS
CGPOWER,CG Power and Industrial Solutions Limited,2561067,NSE,Industrials,Electrical Equipment & Parts,CGPOWER.NS
DIXON,Dixon Technologies (India) Limited,2556925,NSE,Technology,Consumer Electronics,DIXON.NS
SOLARINDS,Solar Industries India Limited,2530554,NSE,Basic Materials,Specialty Chemicals,SOLARINDS.NS
BATAINDIA,Bata India Limited,2520939,NSE,Consumer Cyclical,Footwear & Accessories,BATAINDIA.NS
KANSAINER,Kansai Nerolac Paints Limited,2520797,NSE,Basic Materials,Specialty Chemicals,KANSAINER.NS
TATACHEM,Tata Chemicals Limited,2482218,NSE,Basic Materials,Chemicals,TATACHEM.NS
IDFCFIRSTB,IDFC First Bank Limited,2468430,NSE,Financial Services,Banks—Regional,IDFCFIRSTB.NS
RECLTD,REC Limited,2430137,NSE,Financial Services,Credit Services,RECLTD.NS
CRISIL,CRISIL Limited,2406503,NSE,Financial Services,Financial Data & Stock Exchanges,CRISIL.NS
SYNGENE,Syngene International Limited,2395160,NSE,Healthcare,Biotechnology,SYNGENE.NS
CROMPTON,Crompton Greaves Consumer Electricals Limited,2368938,NSE,Consumer Cyclical,,CROMPTON.NS
TORNTPOWER,Torrent Power Limited,2363914,NSE,Utilities,Utilities—Independent Power Producers,TORNTPOWER.NS
COROMANDEL,Coromandel International Limited,2346797,NSE,Basic Materials,Agricultural Inputs,COROMANDEL.NS
MANYAVAR,Vedant Fashions Limited,2346737,NSE,Consumer Cyclical,Apparel Retail,MANYAVAR.NS
HATSUN,Hatsun Agro Product Limited,2310839,NSE,Consumer Defensive,Packaged Foods,HATSUN.NS
THERMAX,Thermax Limited,2310500,NSE,Industrials,Specialty Industrial Machinery,THERMAX.NS
APLAPOLLO,APL Apollo Tubes Limited,2289065,NSE,Basic Materials,Steel,APLAPOLLO.NS
ESCORTS,Escorts Limited,2279850,NSE,Industrials,Farm & Heavy Construction Machinery,ESCORTS.NS
SUMICHEM,Sumitomo Chemical India Limited,2238669,NSE,Basic Materials,Agricultural Inputs,SUMICHEM.NS
NATIONALUM,National Aluminium Company Limited,2237018,NSE,Basic Materials,Aluminum,NATIONALUM.NS
GMRINFRA,GMR Infrastructure Limited,2230282,NSE,Industrials,Airports & Air Services,GMRINFRA.NS
3MINDIA,3M India Limited,2218915,NSE,Industrials,Conglomerates,3MINDIA.NS
FORTIS,Fortis Healthcare Limited,2192398,NSE,Healthcare,Medical Care Facilities,FORTIS.NS
LALPATHLAB,Dr. Lal Path Labs Ltd.,2175885,NSE,Healthcare,Diagnostics & Research,LALPATHLAB.NS
NAM-INDIA,Nippon Life India Asset Management Limited,2162445,NSE,Financial Services,Asset Management,NAM-INDIA.NS
SUNDARMFIN,Sundaram Finance Limited,2155637,NSE,Financial Services,Credit Services,SUNDARMFIN.NS
KPRMILL,K.P.R. Mill Limited,2141883,NSE,Consumer Cyclical,Apparel Manufacturing,KPRMILL.NS
CLEAN,Clean Science and Technology Limited,2116307,NSE,Basic Materials,Specialty Chemicals,CLEAN.NS
DEVYANI,Devyani International Limited,2108737,NSE,Consumer Cyclical,Restaurants,DEVYANI.NS
POONAWALLA,Poonawalla Fincorp Limited,2079445,NSE,Financial Services,Credit Services,POONAWALLA.NS
TANLA,Tanla Platforms Limited,2070252,NSE,Technology,Software—Application,TANLA.NS
FEDERALBNK,The Federal Bank  Limited,2048806,NSE,Financial Services,Banks—Regional,FEDERALBNK.NS
RAJESHEXPO,Rajesh Exports Limited,2040542,NSE,Consumer Cyclical,Luxury Goods,RAJESHEXPO.NS
MSUMI,Motherson Sumi Wiring India Limited,2035289,NSE,Consumer Cyclical,Auto Parts,MSUMI.NS
AAVAS,Aavas Financiers Limited,2028233,NSE,Financial Services,Mortgage Finance,AAVAS.NS
NAVINFLUOR,Navin Fluorine International Limited,2022181,NSE,Basic Materials,Chemicals,NAVINFLUOR.NS
IEX,Indian Energy Exchange Limited,2019310,NSE,Financial Services,Capital Markets,IEX.NS
VINATIORGA,Vinati Organics Limited,2007539,NSE,Basic Materials,Specialty Chemicals,VINATIORGA.NS
ISEC,ICICI Securities Limited,2004627,NSE,Financial Services,Capital Markets,ISEC.NS
GICRE,General Insurance Corporation of India,1997384,NSE,Financial Services,Insurance—Reinsurance,GICRE.NS
WHIRLPOOL,Whirlpool of India Limited,1995504,NSE,Consumer Cyclical,,WHIRLPOOL.NS
L&TFH,L&T Finance Holdings Limited,1994073,NSE,Financial Services,Credit Services,L&TFH.NS
GRINDWELL,Grindwell Norton Limited,1992905,NSE,Industrials,Building Products & Equipment,GRINDWELL.NS
PFIZER,Pfizer Limited,1989180,NSE,Healthcare,Drug Manufacturers—General,PFIZER.NS
EMAMILTD,Emami Limited,1987643,NSE,Consumer Defensive,Household & Personal Products,EMAMILTD.NS
PRESTIGE,Prestige Estates Projects Limited,1979455,NSE,Real Estate,Real Estate—Diversified,PRESTIGE.NS
LICHSGFIN,LIC Housing Finance Limited,1974451,NSE,Financial Services,Mortgage Finance,LICHSGFIN.NS
M&MFIN,Mahindra & Mahindra Financial Services Limited,1966346,NSE,Financial Services,Credit Services,M&MFIN.NS
PHOENIXLTD,The Phoenix Mills Limited,1963602,NSE,Real Estate,Real Estate—Diversified,PHOENIXLTD.NS
SUNTV,Sun TV Network Limited,1930424,NSE,Communication Services,Broadcasting,SUNTV.NS
INDIANB,Indian Bank,1916734,NSE,Financial Services,Banks—Regional,INDIANB.NS
SUNDRMFAST,Sundram Fasteners Limited,1890735,NSE,Consumer Cyclical,Auto Parts,SUNDRMFAST.NS
BANKINDIA,Bank of India,1881485,NSE,Financial Services,Banks—Regional,BANKINDIA.NS
JKCEMENT,JK Cement Limited,1878623,NSE,Basic Materials,Building Materials,JKCEMENT.NS
NIACL,The New India Assurance Company Limited,1839992,NSE,Financial Services,Insurance—Diversified,NIACL.NS
RAMCOCEM,The Ramco Cements Limited,1814844,NSE,Basic Materials,Building Materials,RAMCOCEM.NS
DCMSHRIRAM,DCM Shriram Limited,1762304,NSE,Basic Materials,Specialty Chemicals,DCMSHRIRAM.NS
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,1756813,NSE,Basic Materials,Agricultural Inputs,CHAMBLFERT.NS
SKFINDIA,SKF India Limited,1747335,NSE,Industrials,Tools & Accessories,SKFINDIA.NS
SANOFI,Sanofi India Limited,1727170,NSE,Healthcare,Drug Manufacturers—General,SANOFI.NS
BHEL,Bharat Heavy Electricals Limited,1718398,NSE,,,BHEL.NS
BCG,Brightcom Group Limited,1711750,NSE,Communication Services,Advertising Agencies,BCG.NS
SFL,Sheela Foam Limited,1695105,NSE,Consumer Cyclical,,SFL.NS
APTUS,Aptus Value Housing Finance India Limited,1692255,NSE,Financial Services,Mortgage Finance,APTUS.NS
AFFLE,Affle (India) Limited,1679030,NSE,Communication Services,Advertising Agencies,AFFLE.NS
METROBRAND,Metro Brands Limited,1662168,NSE,Consumer Cyclical,Footwear & Accessories,METROBRAND.NS
KPITTECH,KPIT Technologies Limited,1647741,NSE,Technology,Information Technology Services,KPITTECH.NS
BLUEDART,Blue Dart Express Limited,1628270,NSE,Industrials,Integrated Freight & Logistics,BLUEDART.NS
KAJARIACER,Kajaria Ceramics Limited,1622767,NSE,Industrials,Building Products & Equipment,KAJARIACER.NS
TIMKEN,Timken India Limited,1610508,NSE,Industrials,Tools & Accessories,TIMKEN.NS
CENTRALBK,Central Bank of India,1592952,NSE,Financial Services,Banks—Regional,CENTRALBK.NS
CENTURYPLY,Century Plyboards (India) Limited,1591425,NSE,Consumer Cyclical,,CENTURYPLY.NS
GILLETTE,Gillette India Limited,1580269,NSE,Consumer Defensive,Household & Personal Products,GILLETTE.NS
SUVENPHAR,Suven Pharmaceuticals Limited,1574357,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,SUVENPHAR.NS
AJANTPHARM,Ajanta Pharma Limited,1566946,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,AJANTPHARM.NS
GODREJIND,Godrej Industries Limited,1561751,NSE,Industrials,Conglomerates,GODREJIND.NS
HAPPSTMNDS,Happiest Minds Technologies Limited,1551834,NSE,Technology,Information Technology Services,HAPPSTMNDS.NS
CDSL,Central Depository Services (India) Limited,1546966,NSE,Financial Services,Capital Markets,CDSL.NS
ENDURANCE,Endurance Technologies Limited,1539977,NSE,Consumer Cyclical,Auto Parts,ENDURANCE.NS
ABSLAMC,Aditya Birla Sun Life AMC Limited,1537488,NSE,Financial Services,Asset Management,ABSLAMC.NS
AIAENG,AIA Engineering Limited,1530537,NSE,Industrials,Specialty Industrial Machinery,AIAENG.NS
NH,Narayana Hrudayalaya Ltd.,1523203,NSE,Healthcare,Medical Care Facilities,NH.NS
