symbol,name,marketCap,exchange,sector,industry,yahooFinanceSymbol
JYOTISTRUC,Jyoti Structures Limited,141182,NSE,Industrials,Specialty Industrial Machinery,JYOTISTRUC.NS
APTECHT,Aptech Limited,140760,NSE,Consumer Defensive,Education & Training Services,APTECHT.NS
ASHIANA,Ashiana Housing Limited,139864,NSE,Real Estate,Real Estate—Development,ASHIANA.NS
ACCELYA,Accelya Solutions India Limited,138516,NSE,,,ACCELYA.NS
SHANTIGEAR,Shanthi Gears Limited,138165,NSE,Industrials,Specialty Industrial Machinery,SHANTIGEAR.NS
NAHARPOLY,Nahar Poly Films Limited,138086,NSE,Consumer Cyclical,Packaging & Containers,NAHARPOLY.NS
SASKEN,Sasken Technologies Limited,138062,NSE,Technology,Software—Application,SASKEN.NS
NURECA,Nureca Limited,136817,NSE,Healthcare,Medical Devices,NURECA.NS
GOCLCORP,GOCL Corporation Limited,136448,NSE,Basic Materials,Specialty Chemicals,GOCLCORP.NS
PRAKASH,Prakash Industries Limited,136102,NSE,Basic Materials,Steel,PRAKASH.NS
DYNAMATECH,Dynamatic Technologies Limited,135507,NSE,Consumer Cyclical,Auto Parts,DYNAMATECH.NS
NXTDIGITAL,NXTDIGITAL LIMITED,135461,NSE,Communication Services,Entertainment,NXTDIGITAL.NS
KOPRAN,Kopran Limited,135453,NSE,Healthcare,Drug Manufacturers—General,KOPRAN.NS
AMBIKCO,Ambika Cotton Mills Limited,134898,NSE,Consumer Cyclical,Textile Manufacturing,AMBIKCO.NS
JMCPROJECT,JMC Projects (India)  Limited,134744,NSE,Industrials,Engineering & Construction,JMCPROJECT.NS
SHIVALIK,Shivalik Rasayan Limited,134561,NSE,,,SHIVALIK.NS
TEXRAIL,Texmaco Rail & Engineering Limited,134220,NSE,Industrials,Specialty Industrial Machinery,TEXRAIL.NS
EIHAHOTELS,EIH Associated Hotels Limited,133450,NSE,Consumer Cyclical,Lodging,EIHAHOTELS.NS
WONDERLA,Wonderla Holidays Limited,132942,NSE,Consumer Cyclical,Leisure,WONDERLA.NS
NEULANDLAB,Neuland Laboratories Limited,132039,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,NEULANDLAB.NS
SHRIRAMPPS,Shriram Properties Limited,131883,NSE,Real Estate,Real Estate—Development,SHRIRAMPPS.NS
SANDHAR,Sandhar Technologies Limited,131667,NSE,Consumer Cyclical,Auto Parts,SANDHAR.NS
DPSCLTD,DPSC Limited,130975,NSE,Utilities,Utilities—Regulated Electric,DPSCLTD.NS
GMBREW,GM Breweries Limited,130465,NSE,Consumer Defensive,Beverages—Wineries & Distilleries,GMBREW.NS
KSL,Kalyani Steels Limited,129388,NSE,Basic Materials,Steel,KSL.NS
THEJO,Thejo Engineering Limited,128168,NSE,,,THEJO.NS
SIRCA,Sirca Paints India Limited,127389,NSE,Basic Materials,Specialty Chemicals,SIRCA.NS
KESORAMIND,Kesoram Industries Limited,127323,NSE,Basic Materials,Building Materials,KESORAMIND.NS
NITINSPIN,Nitin Spinners Limited,127282,NSE,Consumer Cyclical,Textile Manufacturing,NITINSPIN.NS
SHALBY,Shalby Limited,126371,NSE,Healthcare,Medical Care Facilities,SHALBY.NS
JKIL,J.Kumar Infraprojects Limited,126286,NSE,Industrials,Engineering & Construction,JKIL.NS
LSIL,Lloyds Steels Industries Limited,126214,NSE,Industrials,Specialty Industrial Machinery,LSIL.NS
PRECAM,Precision Camshafts Limited,125904,NSE,Consumer Cyclical,Auto Parts,PRECAM.NS
HONDAPOWER,Honda India Power Products Limited,125165,NSE,Industrials,Specialty Industrial Machinery,HONDAPOWER.NS
SJS,S.J.S. Enterprises Limited,124537,NSE,Consumer Cyclical,Auto Parts,SJS.NS
63MOONS,63 moons technologies limited,124297,NSE,,,63MOONS.NS
UJJIVAN,Ujjivan Financial Services Limited,123929,NSE,Financial Services,Credit Services,UJJIVAN.NS
BODALCHEM,Bodal Chemicals Limited,123645,NSE,Basic Materials,Specialty Chemicals,BODALCHEM.NS
WHEELS,Wheels India Limited,123247,NSE,Consumer Cyclical,Auto Parts,WHEELS.NS
KDDL,KDDL Limited,123053,NSE,Consumer Cyclical,Luxury Goods,KDDL.NS
POWERMECH,Power Mech Projects Limited,122945,NSE,Industrials,Engineering & Construction,POWERMECH.NS
KKCL,Kewal Kiran Clothing Limited,122850,NSE,Consumer Cyclical,Apparel Manufacturing,KKCL.NS
TVSSRICHAK,TVS Srichakra Limited,122348,NSE,Consumer Cyclical,Auto Parts,TVSSRICHAK.NS
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,121964,NSE,,,KHAICHEM.NS
RAMKY,Ramky Infrastructure Limited,121961,NSE,Industrials,Engineering & Construction,RAMKY.NS
VINDHYATEL,Vindhya Telelinks Limited,121886,NSE,Industrials,Engineering & Construction,VINDHYATEL.NS
CENTENKA,Century Enka Limited,121314,NSE,Consumer Cyclical,Textile Manufacturing,CENTENKA.NS
TWL,Titagarh Wagons Limited,121185,NSE,Industrials,Railroads,TWL.NS
INSECTICID,Insecticides (India) Limited,121134,NSE,Basic Materials,Agricultural Inputs,INSECTICID.NS
ONMOBILE,OnMobile Global Limited,121126,NSE,Communication Services,Telecom Services,ONMOBILE.NS
HMT,HMT Limited,121022,NSE,Industrials,Farm & Heavy Construction Machinery,HMT.NS
AGSTRA,AGS Transact Technologies Limited,120633,NSE,Technology,Software—Infrastructure,AGSTRA.NS
CIGNITITEC,Cigniti Technologies Limited,120556,NSE,Technology,Information Technology Services,CIGNITITEC.NS
NUCLEUS,Nucleus Software Exports Limited,120287,NSE,Technology,Software—Application,NUCLEUS.NS
ESTER,Ester Industries Limited,119211,NSE,Basic Materials,Specialty Chemicals,ESTER.NS
PATELENG,Patel Engineering Limited,118610,NSE,Industrials,Engineering & Construction,PATELENG.NS
FIEMIND,Fiem Industries Limited,118458,NSE,Consumer Cyclical,Auto Parts,FIEMIND.NS
SUVEN,Suven Life Sciences Limited,117991,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,SUVEN.NS
RIIL,Reliance Industrial Infrastructure Limited,117523,NSE,Industrials,Engineering & Construction,RIIL.NS
UGROCAP,Ugro Capital Limited,117411,NSE,Financial Services,Credit Services,UGROCAP.NS
TTKHLTCARE,TTK Healthcare Limited,117310,NSE,Healthcare,Drug Manufacturers—General,TTKHLTCARE.NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,117301,NSE,Consumer Cyclical,Textile Manufacturing,SUTLEJTEX.NS
ANDHRAPAP,ANDHRA PAPER LIMITED,117202,NSE,Basic Materials,Paper & Paper Products,ANDHRAPAP.NS
ASHAPURMIN,Ashapura Minechem Limited,116828,NSE,Basic Materials,Other Industrial Metals & Mining,ASHAPURMIN.NS
ORCHPHARMA,Orchid Pharma Limited,116408,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,ORCHPHARMA.NS
BFUTILITIE,BF Utilities Limited,116148,NSE,Utilities,Utilities—Renewable,BFUTILITIE.NS
AJMERA,Ajmera Realty & Infra India Limited,116089,NSE,Real Estate,Real Estate—Development,AJMERA.NS
TNPL,Tamil Nadu Newsprint & Papers Limited,116032,NSE,Basic Materials,Paper & Paper Products,TNPL.NS
VHL,Vardhman Holdings Limited,115622,NSE,Financial Services,Credit Services,VHL.NS
COFFEEDAY,Coffee Day Enterprises Limited,115343,NSE,Consumer Cyclical,Restaurants,COFFEEDAY.NS
LUMAXTECH,Lumax Auto Technologies Limited,114198,NSE,Consumer Cyclical,Auto Parts,LUMAXTECH.NS
HUHTAMAKI,Huhtamaki India Limited,113963,NSE,Consumer Cyclical,Packaging & Containers,HUHTAMAKI.NS
SASTASUNDR,Sastasundar Ventures Limited,113913,NSE,Healthcare,Pharmaceutical Retailers,SASTASUNDR.NS
SUNFLAG,Sunflag Iron And Steel Company Limited,113448,NSE,Basic Materials,Steel,SUNFLAG.NS
ORIENTHOT,Oriental Hotels Limited,112964,NSE,Consumer Cyclical,Lodging,ORIENTHOT.NS
IGARASHI,Igarashi Motors India Limited,112807,NSE,Consumer Cyclical,Auto Parts,IGARASHI.NS
SANGAMIND,Sangam (India) Limited,112440,NSE,Consumer Cyclical,Textile Manufacturing,SANGAMIND.NS
EVERESTIND,Everest Industries Limited,111683,NSE,Industrials,Building Products & Equipment,EVERESTIND.NS
NRBBEARING,NRB Bearing Limited,111461,NSE,Consumer Cyclical,Auto Parts,NRBBEARING.NS
GIPCL,Gujarat Industries Power Company Limited,111094,NSE,Utilities,Utilities—Regulated Electric,GIPCL.NS
REPCOHOME,Repco Home Finance Limited,110358,NSE,Financial Services,Mortgage Finance,REPCOHOME.NS
SESHAPAPER,Seshasayee Paper and Boards Limited,110085,NSE,Basic Materials,Paper & Paper Products,SESHAPAPER.NS
SANGHIIND,Sanghi Industries Limited,110064,NSE,Basic Materials,Building Materials,SANGHIIND.NS
WELENT,Welspun Enterprises Limited,109342,NSE,Industrials,Engineering & Construction,WELENT.NS
ITDCEM,ITD Cementation India Limited,108398,NSE,Industrials,Engineering & Construction,ITDCEM.NS
TARC,TARC Limited,108005,NSE,Real Estate,Real Estate—Development,TARC.NS
CENTRUM,Centrum Capital Limited,107544,NSE,Financial Services,Financial Conglomerates,CENTRUM.NS
RUSHIL,Rushil Decor Limited,107488,NSE,Consumer Cyclical,604,RUSHIL.NS
BCLIND,Bcl Industries Limited,107480,NSE,Consumer Defensive,Household & Personal Products,BCLIND.NS
PNBGILTS,PNB Gilts Limited,107286,NSE,Financial Services,Capital Markets,PNBGILTS.NS
TDPOWERSYS,TD Power Systems Limited,107198,NSE,Industrials,Specialty Industrial Machinery,TDPOWERSYS.NS
DCW,DCW Limited,106631,NSE,Basic Materials,Chemicals,DCW.NS
MANGLMCEM,Mangalam Cement Limited,106580,NSE,Basic Materials,Building Materials,MANGLMCEM.NS
MPSLTD,MPS Limited,106488,NSE,Communication Services,Publishing,MPSLTD.NS
ALICON,Alicon Castalloy Limited,106483,NSE,Industrials,Metal Fabrication,ALICON.NS
GOKULAGRO,Gokul Agro Resources Limited,105373,NSE,Consumer Defensive,Packaged Foods,GOKULAGRO.NS
CLNINDIA,Clariant Chemicals (India) Limited,105276,NSE,Basic Materials,Specialty Chemicals,CLNINDIA.NS
GNA,GNA Axles Limited,104719,NSE,Consumer Cyclical,Auto Parts,GNA.NS
TI,Tilaknagar Industries Limited,103961,NSE,Consumer Defensive,Beverages—Wineries & Distilleries,TI.NS
ZEEMEDIA,Zee Media Corporation Limited,103821,NSE,Communication Services,Broadcasting,ZEEMEDIA.NS
PITTIENG,Pitti Engineering Limited,103426,NSE,Industrials,Metal Fabrication,PITTIENG.NS
QUICKHEAL,Quick Heal Technologies Limited,102967,NSE,Technology,Software—Application,QUICKHEAL.NS
TNPETRO,Tamilnadu PetroProducts Limited,102702,NSE,Basic Materials,Specialty Chemicals,TNPETRO.NS
BFINVEST,BF Investment Limited,102531,NSE,Financial Services,Asset Management,BFINVEST.NS
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,102516,NSE,Basic Materials,Agricultural Inputs,MANGCHEFER.NS
SATIA,Satia Industries Limited,102400,NSE,Basic Materials,Paper & Paper Products,SATIA.NS
GEPIL,GE Power India Limited,102219,NSE,Industrials,Engineering & Construction,GEPIL.NS
VISAKAIND,Visaka Industries Limited,101413,NSE,Industrials,Building Products & Equipment,VISAKAIND.NS
5PAISA,5Paisa Capital Limited,101401,NSE,Financial Services,Capital Markets,5PAISA.NS
VADILALIND,Vadilal Industries Limited,101334,NSE,Consumer Defensive,Packaged Foods,VADILALIND.NS
WENDT,Wendt (India) Limited,101204,NSE,Industrials,Tools & Accessories,WENDT.NS
KPIGLOBAL,K.P.I. Global Infrastructure Limited,100453,NSE,,,KPIGLOBAL.NS
MONTECARLO,Monte Carlo Fashions Limited,100364,NSE,Consumer Cyclical,Apparel Manufacturing,MONTECARLO.NS
PFS,PTC India Financial Services Limited,100196,NSE,Financial Services,Credit Services,PFS.NS
UNIDT,United Drilling Tools Limited,99699,NSE,Energy,Oil & Gas Equipment & Services,UNIDT.NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,99548,NSE,Basic Materials,Building Materials,SHREDIGCEM.NS
NAHARCAP,Nahar Capital and Financial Services Limited,99280,NSE,Financial Services,Capital Markets,NAHARCAP.NS
EMAMIPAP,Emami Paper Mills Limited,99067,NSE,,,EMAMIPAP.NS
BBL,Bharat Bijlee Limited,98450,NSE,Industrials,Electrical Equipment & Parts,BBL.NS
CHEMCON,Chemcon Speciality Chemicals Limited,97676,NSE,Basic Materials,Specialty Chemicals,CHEMCON.NS
BANCOINDIA,Banco Products (I) Limited,97373,NSE,Consumer Cyclical,Auto Parts,BANCOINDIA.NS
PCJEWELLER,PC Jeweller Limited,97269,NSE,Consumer Cyclical,Luxury Goods,PCJEWELLER.NS
BHAGERIA,Bhageria Industries Limited,97152,NSE,Basic Materials,Specialty Chemicals,BHAGERIA.NS
ENIL,Entertainment Network (India) Limited,97105,NSE,Communication Services,Broadcasting,ENIL.NS
RSWM,RSWM Limited,96417,NSE,Consumer Cyclical,Textile Manufacturing,RSWM.NS
INDNIPPON,India Nippon Electricals Limited,96130,NSE,Consumer Cyclical,Auto Parts,INDNIPPON.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,95682,NSE,Consumer Cyclical,Lodging,TAJGVK.NS
CEREBRAINT,Cerebra Integrated Technologies Limited,95374,NSE,Technology,Computer Hardware,CEREBRAINT.NS
IMPAL,India Motor Parts and Accessories Limited,94236,NSE,Consumer Cyclical,Auto Parts,IMPAL.NS
SAKSOFT,Saksoft Limited,94171,NSE,Technology,Information Technology Services,SAKSOFT.NS
BAJAJHCARE,Bajaj Healthcare Limited,94000,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,BAJAJHCARE.NS
SURYODAY,Suryoday Small Finance Bank Limited,93154,NSE,Financial Services,Banks—Regional,SURYODAY.NS
IFGLEXPOR,IFGL Refractories Limited,92963,NSE,Basic Materials,Building Materials,IFGLEXPOR.NS
UNIENTER,Uniphos Enterprises Limited,92809,NSE,Basic Materials,Chemicals,UNIENTER.NS
ASAL,Automotive Stampings and Assemblies Limited,92696,NSE,Consumer Cyclical,Auto Parts,ASAL.NS
RPGLIFE,RPG Life Sciences Limited,92693,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,RPGLIFE.NS
VSSL,Vardhman Special Steels Limited,92520,NSE,Basic Materials,Steel,VSSL.NS
PARAGMILK,Parag Milk Foods Limited,92276,NSE,Consumer Defensive,Packaged Foods,PARAGMILK.NS
PGIL,Pearl Global Industries Limited,92104,NSE,Consumer Cyclical,Apparel Manufacturing,PGIL.NS
GREENPOWER,Orient Green Power Company Limited,91588,NSE,Utilities,Utilities—Independent Power Producers,GREENPOWER.NS
NSIL,Nalwa Sons Investments Limited,90902,NSE,Financial Services,Asset Management,NSIL.NS
URJA,Urja Global Limited,90899,NSE,Technology,Solar,URJA.NS
FCONSUMER,Future Consumer Limited,90865,NSE,Consumer Defensive,Food Distribution,FCONSUMER.NS
PANACEABIO,Panacea Biotec Limited,90774,NSE,Healthcare,Biotechnology,PANACEABIO.NS
DHARAMSI,The Dharamsi Morarji Chemical Company Limited,90607,NSE,Basic Materials,Chemicals,DHARAMSI.NS
HEXATRADEX,Hexa Tradex Limited,90380,NSE,Financial Services,Credit Services,HEXATRADEX.NS
NDL,Nandan Denim Limited,90380,NSE,Consumer Cyclical,Textile Manufacturing,NDL.NS
JETAIRWAYS,Jet Airways (India) Limited,90367,NSE,Industrials,Airlines,JETAIRWAYS.NS
XCHANGING,Xchanging Solutions Limited,90181,NSE,Technology,Information Technology Services,XCHANGING.NS
RADIOCITY,Music Broadcast Limited,89187,NSE,Communication Services,Broadcasting,RADIOCITY.NS
AGARIND,Agarwal Industrial Corporation Limited,89093,NSE,Basic Materials,Specialty Chemicals,AGARIND.NS
SIGACHI,Sigachi Industries Limited,88892,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,SIGACHI.NS
MBAPL,Madhya Bharat Agro Products Limited,88678,NSE,Basic Materials,Agricultural Inputs,MBAPL.NS
SMCGLOBAL,SMC Global Securities Limited,88528,NSE,Financial Services,Capital Markets,SMCGLOBAL.NS
FOSECOIND,Foseco India Limited,88389,NSE,Basic Materials,Chemicals,FOSECOIND.NS
DREDGECORP,Dredging Corporation of India Limited,88032,NSE,Industrials,Engineering & Construction,DREDGECORP.NS
PRECWIRE,Precision Wires India Limited,87941,NSE,Industrials,Electrical Equipment & Parts,PRECWIRE.NS
SPAL,S. P. Apparels Limited,87817,NSE,Consumer Cyclical,Apparel Manufacturing,SPAL.NS
APEX,Apex Frozen Foods Limited,87063,NSE,Consumer Defensive,Farm Products,APEX.NS
ARVSMART,Arvind SmartSpaces Limited,86983,NSE,Real Estate,Real Estate—Development,ARVSMART.NS
CREATIVE,Creative Newtech Limited,86760,NSE,Technology,Electronics & Computer Distribution,CREATIVE.NS
GFLLIMITED,GFL Limited,86672,NSE,Communication Services,Entertainment,GFLLIMITED.NS
INDIANHUME,Indian Hume Pipe Company Limited,86430,NSE,Industrials,Engineering & Construction,INDIANHUME.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,86419,NSE,Basic Materials,Specialty Chemicals,SHREEPUSHK.NS
THEMISMED,Themis Medicare Limited,86216,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,THEMISMED.NS
3IINFOLTD,3i Infotech Limited,86034,NSE,Technology,Information Technology Services,3IINFOLTD.NS
ASALCBR,Associated Alcohols & Breweries Ltd.,85487,NSE,Consumer Defensive,Beverages—Wineries & Distilleries,ASALCBR.NS
SHALPAINTS,Shalimar Paints Limited,84638,NSE,Basic Materials,Specialty Chemicals,SHALPAINTS.NS
ADORWELD,Ador Welding Limited,84569,NSE,Industrials,Specialty Industrial Machinery,ADORWELD.NS
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,84393,NSE,Basic Materials,Agricultural Inputs,BHAGCHEM.NS
SHAKTIPUMP,Shakti Pumps (India) Limited,84392,NSE,Industrials,Specialty Industrial Machinery,SHAKTIPUMP.NS
ARMANFIN,Arman Financial Services Limited,84143,NSE,Financial Services,Credit Services,ARMANFIN.NS
RANEHOLDIN,Rane Holdings Limited,84139,NSE,Consumer Cyclical,Auto Parts,RANEHOLDIN.NS
DPABHUSHAN,D. P. Abhushan Limited,83222,NSE,Consumer Cyclical,Luxury Goods,DPABHUSHAN.NS
LUMAXIND,Lumax Industries Limited,82933,NSE,Consumer Cyclical,Auto Parts,LUMAXIND.NS
UTTAMSUGAR,Uttam Sugar Mills Limited,82855,NSE,Consumer Defensive,Confectioners,UTTAMSUGAR.NS
ARIHANTCAP,Arihant Capital Markets Limited,82645,NSE,Financial Services,Capital Markets,ARIHANTCAP.NS
KRISHANA,Krishana Phoschem Limited,82381,NSE,Basic Materials,Agricultural Inputs,KRISHANA.NS
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,82144,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,JAGSNPHARM.NS
SHREYAS,Shreyas Shipping & Logistics Limited,81967,NSE,Industrials,Marine Shipping,SHREYAS.NS
RAMCOSYS,Ramco Systems Limited,81426,NSE,Technology,Software—Application,RAMCOSYS.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,81275,NSE,Basic Materials,Chemicals,SRHHYPOLTD.NS
KELLTONTEC,Kellton Tech Solutions Limited,81105,NSE,Technology,Software—Application,KELLTONTEC.NS
NCLIND,NCL Industries Limited,80401,NSE,Basic Materials,Building Materials,NCLIND.NS
DVL,Dhunseri Ventures Limited,80347,NSE,Financial Services,Capital Markets,DVL.NS
DCMSRIND,DCM Shriram Industries Limited,80076,NSE,,,DCMSRIND.NS
BLISSGVS,Bliss GVS Pharma Limited,79936,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,BLISSGVS.NS
OCCL,Oriental Carbon & Chemicals Limited,79721,NSE,Basic Materials,Chemicals,OCCL.NS
MADRASFERT,Madras Fertilizers Limited,79665,NSE,Basic Materials,Agricultural Inputs,MADRASFERT.NS
SANGHVIMOV,Sanghvi Movers Limited,79563,NSE,Industrials,Rental & Leasing Services,SANGHVIMOV.NS
ALLSEC,Allsec Technologies Limited,79514,NSE,Industrials,Specialty Business Services,ALLSEC.NS
SMSPHARMA,SMS Pharmaceuticals Limited,79150,NSE,Healthcare,Drug Manufacturers—General,SMSPHARMA.NS
ONWARDTEC,Onward Technologies Limited,79121,NSE,Technology,Information Technology Services,ONWARDTEC.NS
ANUP,The Anup Engineering Limited,78491,NSE,Industrials,Specialty Industrial Machinery,ANUP.NS
MEDICAMEQ,Medicamen Biotech Limited,78290,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,MEDICAMEQ.NS
IWEL,Inox Wind Energy Limited,78004,NSE,Industrials,Specialty Industrial Machinery,IWEL.NS
DECCANCE,Deccan Cements Limited,77812,NSE,Basic Materials,Building Materials,DECCANCE.NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,77449,NSE,Basic Materials,Agricultural Inputs,NAGAFERT.NS
HTMEDIA,HT Media Limited,77389,NSE,Communication Services,Publishing,HTMEDIA.NS
UGARSUGAR,The Ugar Sugar Works Limited,77063,NSE,Consumer Defensive,Confectioners,UGARSUGAR.NS
MANORG,Mangalam Organics Limited,77016,NSE,Basic Materials,Specialty Chemicals,MANORG.NS
SATIN,Satin Creditcare Network Limited,76819,NSE,Financial Services,Credit Services,SATIN.NS
SPECIALITY,Speciality Restaurants Limited,75860,NSE,Consumer Cyclical,Restaurants,SPECIALITY.NS
ARSHIYA,Arshiya Limited,75798,NSE,Industrials,Integrated Freight & Logistics,ARSHIYA.NS
ZOTA,Zota Health Care LImited,74877,NSE,Healthcare,Biotechnology,ZOTA.NS
JAYAGROGN,Jayant Agro Organics Limited,74550,NSE,Basic Materials,Specialty Chemicals,JAYAGROGN.NS
AURIONPRO,Aurionpro Solutions Limited,74408,NSE,Technology,Software—Infrastructure,AURIONPRO.NS
CAPACITE,Capacit'e Infraprojects Limited,74341,NSE,Industrials,Engineering & Construction,CAPACITE.NS
AWHCL,Antony Waste Handling Cell Limited,73575,NSE,Industrials,Waste Management,AWHCL.NS
SEPC,SEPC Limited,73350,NSE,Industrials,Engineering & Construction,SEPC.NS
RCOM,Reliance Communications Limited,73287,NSE,Communication Services,Telecom Services,RCOM.NS
ISMTLTD,ISMT Limited,73251,NSE,Basic Materials,Steel,ISMTLTD.NS
ORIENTBELL,Orient Bell Limited,72999,NSE,Industrials,Building Products & Equipment,ORIENTBELL.NS
DEEPINDS,Deep Industries Limited,72992,NSE,Energy,Oil & Gas E&P,DEEPINDS.NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,72952,NSE,Real Estate,Real Estate Services,TEXINFRA.NS
ORIENTPPR,Orient Paper & Industries Limited,72886,NSE,Basic Materials,Paper & Paper Products,ORIENTPPR.NS
SPENCERS,Spencer's Retail Limited,72427,NSE,Consumer Cyclical,Department Stores,SPENCERS.NS
GOODLUCK,Goodluck India Limited,72258,NSE,Basic Materials,Steel,GOODLUCK.NS
HPAL,HP Adhesives Limited,71920,NSE,Basic Materials,Specialty Chemicals,HPAL.NS
BALAJITELE,Balaji Telefilms Limited,71752,NSE,Communication Services,Entertainment,BALAJITELE.NS
SMLISUZU,SML Isuzu Limited,71707,NSE,Consumer Cyclical,Auto Manufacturers,SMLISUZU.NS
ROSSELLIND,Rossell India Limited,71613,NSE,Industrials,Conglomerates,ROSSELLIND.NS
DIGISPICE,DiGiSPICE Technologies Limited,71012,NSE,Technology,Information Technology Services,DIGISPICE.NS
GICHSGFIN,GIC Housing Finance Limited,70518,NSE,Financial Services,Mortgage Finance,GICHSGFIN.NS
STEELCAS,Steelcast Limited,70516,NSE,Basic Materials,Steel,STEELCAS.NS
JUBLINDS,Jubilant Industries Limited,70218,NSE,Basic Materials,Specialty Chemicals,JUBLINDS.NS
KUANTUM,Kuantum Papers Limited,70160,NSE,Basic Materials,Paper & Paper Products,KUANTUM.NS
VIMTALABS,Vimta Labs Limited,69894,NSE,Healthcare,Diagnostics & Research,VIMTALABS.NS
FLFL,Future Lifestyle Fashions Limited,69209,NSE,Consumer Cyclical,Apparel Manufacturing,FLFL.NS
JINDRILL,Jindal Drilling And Industries Limited,69207,NSE,Energy,Oil & Gas Equipment & Services,JINDRILL.NS
KICL,Kalyani Investment Company Limited,69081,NSE,Financial Services,Asset Management,KICL.NS
FCSSOFT,FCS Software Solutions Limited,67527,NSE,Technology,Information Technology Services,FCSSOFT.NS
YUKEN,Yuken India Limited,66720,NSE,Industrials,Specialty Industrial Machinery,YUKEN.NS
DYNPRO,Dynemic Products Limited,65813,NSE,Basic Materials,Specialty Chemicals,DYNPRO.NS
TCPLPACK,TCPL Packaging Limited,65679,NSE,Consumer Cyclical,Packaging & Containers,TCPLPACK.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,65628,NSE,Consumer Cyclical,Textile Manufacturing,NAHARINDUS.NS
PARSVNATH,Parsvnath Developers Limited,65277,NSE,Real Estate,Real Estate—Development,PARSVNATH.NS
SUMMITSEC,Summit Securities Limited,64904,NSE,Financial Services,Capital Markets,SUMMITSEC.NS
BIGBLOC,Bigbloc Construction Limited,64842,NSE,Industrials,Building Products & Equipment,BIGBLOC.NS
EQUIPPP,Equippp Social Impact Technologies Limited,64486,NSE,Basic Materials,Agricultural Inputs,EQUIPPP.NS
IFBAGRO,IFB Agro Industries Limited,64361,NSE,Consumer Defensive,Beverages—Wineries & Distilleries,IFBAGRO.NS
GANESHBE,Ganesh Benzoplast Limited,63887,NSE,Basic Materials,Specialty Chemicals,GANESHBE.NS
RAJMET,Rajnandini Metal Limited,63323,NSE,Basic Materials,Other Industrial Metals & Mining,RAJMET.NS
LINCOLN,Lincoln Pharmaceuticals Limited,62212,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,LINCOLN.NS
KAMDHENU,Kamdhenu Limited,62208,NSE,Basic Materials,Steel,KAMDHENU.NS
ADSL,Allied Digital Services Limited,62092,NSE,Technology,Information Technology Services,ADSL.NS
VLSFINANCE,VLS Finance Limited,61705,NSE,Financial Services,Capital Markets,VLSFINANCE.NS
JAYBARMARU,Jay Bharat Maruti Limited,61399,NSE,Consumer Cyclical,Auto Parts,JAYBARMARU.NS
HCL-INSYS,HCL Infosystems Limited,61068,NSE,Technology,Electronics & Computer Distribution,HCL-INSYS.NS
JASH,Jash Engineering Limited,60943,NSE,Industrials,Specialty Industrial Machinery,JASH.NS
ARTEMISMED,Artemis Medicare Services Limited,60761,NSE,,,ARTEMISMED.NS
SALASAR,Salasar Techno Engineering Limited,60670,NSE,Basic Materials,Steel,SALASAR.NS
HLVLTD,HLV LIMITED,60322,NSE,Consumer Cyclical,Lodging,HLVLTD.NS
UNIVPHOTO,Universus Photo Imagings Limited,60108,NSE,Healthcare,Medical Devices,UNIVPHOTO.NS
BLKASHYAP,B. L. Kashyap and Sons Limited,59854,NSE,Industrials,Engineering & Construction,BLKASHYAP.NS
MONARCH,Monarch Networth Capital Limited,59770,NSE,Financial Services,Capital Markets,MONARCH.NS
KANORICHEM,Kanoria Chemicals & Industries Limited,59729,NSE,Basic Materials,Chemicals,KANORICHEM.NS
BGRENERGY,BGR Energy Systems Limited,59605,NSE,Industrials,Engineering & Construction,BGRENERGY.NS
KOKUYOCMLN,Kokuyo Camlin Limited,59229,NSE,Industrials,Business Equipment & Supplies,KOKUYOCMLN.NS
HITECH,Hi-Tech Pipes Limited,59189,NSE,Basic Materials,Steel,HITECH.NS
APCL,Anjani Portland Cement Limited,59004,NSE,Basic Materials,Building Materials,APCL.NS
BINDALAGRO,Oswal Chemicals & Fertilizers Limited,58938,NSE,Financial Services,Asset Management,BINDALAGRO.NS
